Portfolio Name,Category,Set,Product Name,Card Number,Rarity,Variance,Grade,Average Cost Paid,Quantity,Market Price (As of 2025-03-23),Watchlist,Date Added
Main,Pokemon,Temporal Forces,Koraidon ex,120/162,Double Rare,Holofoil,Ungraded,0.0000,1,0.5500,false,2025-03-20
Main,Pokemon,Temporal Forces,Reboot Pod,158/162,ACE SPEC Rare,Holofoil,Ungraded,0.0000,1,0.6600,false,2025-03-20
Main,Pokemon,Temporal Forces,Salvatore ,212/162,Special Illustration Rare,Holofoil,Ungraded,0.0000,1,15.7300,false,2025-03-20
Main,Pokemon,Temporal Forces,Sawsbuck ,166/162,Illustration Rare,Holofoil,Ungraded,0.0000,1,34.8100,false,2025-03-20
Main,Pokemon,Temporal Forces,Walking Wake ex ,205/162,Special Illustration Rare,Holofoil,Ungraded,0.0000,1,66.6300,false,2025-03-20
Main,Pokemon,Temporal Forces,Walking Wake ex ,189/162,Ultra Rare,Holofoil,Ungraded,0.0000,1,1.9600,false,2025-03-20
Main,Pokemon,Trainer Deck A,Fighting Energy,97/102,Common,Normal,Ungraded,0.0000,1,25.0000,false,2025-03-19
Main,Pokemon,Twilight Masquerade,Leafeon,011/167,Uncommon,Normal,Ungraded,0.0000,1,0.1900,false,2025-03-21
Main,Pokemon,World Championship Decks,Aaron's Collection - 2009 (Tsubasa Nakamura),88/111,Uncommon,Normal,Ungraded,0.0000,1,2.1000,false,2025-03-21
Main,Pokemon,World Championship Decks,Azelf - 2009 (Tsubasa Nakamura),19/146,Rare,Normal,Ungraded,0.0000,1,1.9700,false,2025-03-21
Main,Pokemon,World Championship Decks,Bebe's Search - 2009 (Tsubasa Nakamura),89/111,Uncommon,Normal,Ungraded,0.0000,1,1.3900,false,2025-03-21
Main,Pokemon,World Championship Decks,Bronzong G - 2009 (Tsubasa Nakamura),41/127,Uncommon,Normal,Ungraded,0.0000,1,0.9900,false,2025-03-21
Main,Pokemon,World Championship Decks,Call Energy - 2008 (Dylan Lefavour),92/100,Uncommon,Normal,Ungraded,0.0000,1,4.3600,false,2025-03-21
Main,Pokemon,World Championship Decks,Cessation Crystal - 2008 (Dylan Lefavour),74/100,Uncommon,Normal,Ungraded,0.0000,1,2.4100,false,2025-03-21
Main,Pokemon,World Championship Decks,Crobat G - 2009 (Tsubasa Nakamura),47/127,Uncommon,Normal,Ungraded,0.0000,2,0.9900,false,2025-03-21
Main,Pokemon,World Championship Decks,Cyrus's Conspiracy - 2009 (Tsubasa Nakamura),105/127,Uncommon,Normal,Ungraded,0.0000,4,1.9900,false,2025-03-21
Main,Pokemon,World Championship Decks,Dialga G - 2009 (Tsubasa Nakamura),7/127,Holo Rare,Normal,Ungraded,0.0000,1,1.0000,false,2025-03-20
Main,Pokemon,World Championship Decks,Dialga G LV.X - 2009 (Tsubasa Nakamura),122/127,Ultra Rare,Normal,Ungraded,0.0000,1,11.4900,false,2025-03-20
Main,Pokemon,World Championship Decks,Ditto - 2009 (Tsubasa Nakamura),27/146,Rare,Normal,Ungraded,0.0000,1,2.2400,false,2025-03-21
Main,Pokemon,World Championship Decks,Galactic HQ - 2009 (Tsubasa Nakamura),106/127,Uncommon,Normal,Ungraded,0.0000,1,3.9500,false,2025-03-21
Main,Pokemon,World Championship Decks,Honchkrow G - 2009 (Tsubasa Nakamura),77/127,Common,Normal,Ungraded,0.0000,1,0.7500,false,2025-03-21
Main,Pokemon,World Championship Decks,Lightning Energy - 2009 (Tsubasa Nakamura),,Common,Normal,Ungraded,0.0000,3,2.1900,false,2025-03-19
Main,Pokemon,World Championship Decks,Luxray GL LV.X - 2009 (Tsubasa Nakamura),109/111,Classic Collection,Normal,Ungraded,0.0000,3,3.7500,false,2025-03-20
Main,Pokemon,World Championship Decks,Moonlight Stadium - 2009 (Tsubasa Nakamura),100/106,Uncommon,Normal,Ungraded,0.0000,2,1.8200,false,2025-03-21
Main,Pokemon,World Championship Decks,Night Maintenance - 2009 (Tsubasa Nakamura),120/132,Uncommon,Normal,Ungraded,0.0000,1,1.4300,false,2025-03-21
Main,Pokemon,World Championship Decks,Psychic Energy - 2009 (Tsubasa Nakamura),,Common,Normal,Ungraded,0.0000,2,5.8800,false,2025-03-19
Main,Pokemon,World Championship Decks,Roseanne's Research - 2009 (Tsubasa Nakamura),125/132,Uncommon,Normal,Ungraded,0.0000,3,1.0100,false,2025-03-21
Main,Pokemon,World Championship Decks,Sableye - 2009 (Tsubasa Nakamura),48/100,Uncommon,Normal,Ungraded,0.0000,1,4.5700,false,2025-03-21
Main,Pokemon,World Championship Decks,Scramble Energy - 2008 (Dylan Lefavour),89/101,Uncommon,Normal,Ungraded,0.0000,1,5.1600,false,2025-03-21
Main,Pokemon,World Championship Decks,Skuntank G - 2009 (Tsubasa Nakamura),94/127,Common,Normal,Ungraded,0.0000,1,0.2500,false,2025-03-21
Main,Pokemon,World Championship Decks,SP Energy - 2009 (Tsubasa Nakamura),101/111,Uncommon,Normal,Ungraded,0.0000,1,1.0000,false,2025-03-21
Main,Pokemon,World Championship Decks,Team Galactic's Invention G-101 Energy Gain - 2009 (Tsubasa Nakamura),116/127,Uncommon,Normal,Ungraded,0.0000,4,1.4900,false,2025-03-21
Main,Pokemon,World Championship Decks,Team Galactic's Invention G-103 Power Spray - 2009 (Tsubasa Nakamura),117/127,Uncommon,Normal,Ungraded,0.0000,3,2.2200,false,2025-03-21
Main,Pokemon,World Championship Decks,Team Galactic's Invention G-105 Poke Turn - 2009 (Tsubasa Nakamura),118/127,Uncommon,Normal,Ungraded,0.0000,4,1.0200,false,2025-03-21
Main,Pokemon,World Championship Decks,Team Galactic's Invention G-109 SP Radar - 2009 (Tsubasa Nakamura),96/111,Uncommon,Normal,Ungraded,0.0000,3,0.5500,false,2025-03-21
Main,Pokemon,World Championship Decks,Toxicroak G (40) - 2009 (Tsubasa Nakamura),40/127,Rare,Normal,Ungraded,0.0000,2,1.2500,false,2025-03-21
Main,Pokemon,World Championship Decks,Unown [G] - 2009 (David Cohen),57/106,Uncommon,Normal,Ungraded,0.0000,1,4.1100,false,2025-03-21
Main,Pokemon,World Championship Decks,Unown [G] - 2009 (Tsubasa Nakamura),57/106,Uncommon,Normal,Ungraded,0.0000,2,0.9900,false,2025-03-21
Main,Pokemon,World Championship Decks,Uxie - 2009 (David Cohen),43/146,Rare,Normal,Ungraded,0.0000,1,3.4000,false,2025-03-21
Main,Pokemon,World Championship Decks,Uxie - 2009 (Tsubasa Nakamura),43/146,Rare,Normal,Ungraded,0.0000,2,2.7100,false,2025-03-21
Main,Pokemon,World Championship Decks,Uxie LV.X - 2009 (Tsubasa Nakamura),146/146,Ultra Rare,Normal,Ungraded,0.0000,1,7.7900,false,2025-03-20
